Type Water Body,State Name,Min Temperature,Min Dissolved Oxygen,Min pH,Min Conductivity,Min BOD,Min_Nitrate_Nitrite,Min Fecal Coliform,Min Total Coliform,Year,Toilet_Access,Open_Defecation,Rainfall,Risk_Level
TANK,TELANGANA,24,5,6.8,570,4.0,6.12,6.0,58,2021,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
TANK,TELANGANA,25,0.3,7,1724,7.6,0.7,17.0,350,2021,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
TANK,TELANGANA,24,5.4,6.9,642,2.1,6.1,6.0,47,2021,70.86417359187443,29.16088027085257,110.9793956393394,LOW
TANK,TELANGANA,27,2.6,7.4,420,2.1,0.6,7.0,150,2021,70.86417359187443,29.16088027085257,110.9793956393394,LOW
TANK,TELANGANA,28,0.3,7,921,6.0,2.5,17.0,280,2021,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
TANK,TELANGANA,24,4.5,6.8,420,2.2,4.1,2.0,26,2021,70.86417359187443,29.16088027085257,110.9793956393394,LOW
TANK,TELANGANA,27,0.3,6.9,427,2.1,1.4,4.0,220,2021,70.86417359187443,29.16088027085257,110.9793956393394,LOW
TANK,TELANGANA,24,0.3,7.4,1921,5.2,2.4,4.0,280,2021,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
TANK,TELANGANA,27,1.7,7.1,606,2.1,0.4,2.0,120,2021,70.86417359187443,29.16088027085257,110.9793956393394,LOW
TANK,TELANGANA,24,4.6,7.1,480,2.5,4.1,2.0,27,2021,70.86417359187443,29.16088027085257,110.9793956393394,LOW
TANK,TELANGANA,24,5.1,6.6,1023,3.5,7.1,2.0,47,2021,70.86417359187443,29.16088027085257,110.9793956393394,MEDIUM
TANK,TELANGANA,18,5.2,6.8,689,3.0,6.16,6.0,34,2021,70.86417359187443,29.16088027085257,110.9793956393394,LOW
TANK,TELANGANA,23,1.8,6.7,344,2.1,0.8,7.0,150,2021,70.86417359187443,29.16088027085257,110.9793956393394,LOW
TANK,TELANGANA,28,4.1,7.6,350,2.1,0.5,2.0,26,2021,70.86417359187443,29.16088027085257,110.9793956393394,LOW
TANK,TELANGANA,24,5.2,6.7,5,2.2,9.1,8.0,43,2021,70.86417359187443,29.16088027085257,110.9793956393394,LOW
LAKE,TRIPURA,18,5.1,7,155,1.0,0.72,17.0,94,2021,97.9,2.1,155.55388118739583,LOW
LAKE,TRIPURA,19,5.2,6.6,121,1.0,0.55,21.0,140,2021,97.9,2.1,155.55388118739583,LOW
LAKE,TRIPURA,19,5.2,7.1,124,1.0,0.58,13.0,79,2021,97.9,2.1,155.55388118739583,LOW
LAKE,TRIPURA,19,5.2,6.9,137,1.0,0.48,22.0,120,2021,97.9,2.1,155.55388118739583,LOW
LAKE,TRIPURA,18,5.2,7.1,152,1.0,0.74,21.0,94,2021,97.9,2.1,155.55388118739583,LOW
LAKE,TRIPURA,18,5.3,6.9,148,1.4,0.72,27.0,150,2021,97.9,2.1,155.55388118739583,LOW
LAKE,TRIPURA,18,5.6,7,129,1.0,0.73,25.0,150,2021,97.9,2.1,155.55388118739583,LOW
LAKE,TRIPURA,19,5.1,6.6,132,1.1,1.07,31.0,170,2021,97.9,2.1,155.55388118739583,LOW
POND,TRIPURA,19,5.4,6.9,157,1.0,1,17.0,84,2021,97.9,2.1,155.55388118739583,LOW
POND,TRIPURA,18.5,5.6,6.7,139,1.0,0.67,17.0,84,2021,97.9,2.1,155.55388118739583,LOW
POND,TRIPURA,18.5,5,6.2,142,1.0,0.7,15.0,63,2021,97.9,2.1,155.55388118739583,LOW
POND,TRIPURA,19,5.2,6.9,143,1.0,0.71,17.0,84,2021,97.9,2.1,155.55388118739583,LOW
POND,TRIPURA,19.5,5.1,7,141,1.5,1.54,33.0,140,2021,97.9,2.1,155.55388118739583,LOW
POND,TRIPURA,18,5.1,6.9,143,1.1,0.61,27.0,110,2021,97.9,2.1,155.55388118739583,LOW
POND,TRIPURA,19,5.1,6.8,135,1.0,0.58,17.0,110,2021,97.9,2.1,155.55388118739583,LOW
POND,TRIPURA,19,5.4,6.9,134,1.0,0.72,17.0,94,2021,97.9,2.1,155.55388118739583,LOW
POND,TRIPURA,19.5,1.2,6.4,147,3.1,0.89,47.0,210,2021,97.9,2.1,155.55388118739583,LOW
POND,TRIPURA,19,5,6.6,128,1.1,0.68,17.0,84,2021,97.9,2.1,155.55388118739583,LOW
LAKE,UTTAR PRADESH,17,7.8,8.1,468,5.2,-,30000.0,55000,2021,83.10000000000001,16.9,69.1841847762309,MEDIUM
LAKE,UTTAR PRADESH,19,5.8,7.6,251,4.0,0.8,3600.0,6300,2021,83.10000000000001,16.9,69.1841847762309,MEDIUM
POND,UTTAR PRADESH,18,4.5,7.2,624,6.0,-,,-,2021,83.10000000000001,16.9,69.1841847762309,LOW
POND,UTTAR PRADESH,18,1.2,7.5,1190,16.0,-,4300.0,6300,2021,83.10000000000001,16.9,69.1841847762309,MEDIUM
LAKE,UTTARAKHAND,11,7.4,7.2,160,1.0,0.32,70.0,210,2021,93.5,6.4,114.14155149450642,LOW
LAKE,UTTARAKHAND,9,7.6,7.2,370,1.0,0.32,140.0,350,2021,93.5,6.4,114.14155149450642,LOW
LAKE,WEST BENGAL,19,7.7,7,141,1.2,0.3,1100.0,1400,2021,85.0,15.0,138.34469900773405,LOW
LAKE,WEST BENGAL,22.5,4,7.8,568,3.2,0.35,3300.0,4900,2021,85.0,15.0,138.34469900773405,MEDIUM
LAKE,WEST BENGAL,22.5,4.5,7.5,567,3.2,0.3,1400.0,3300,2021,85.0,15.0,138.34469900773405,MEDIUM
LAKE,WEST BENGAL,6,5.5,6.9,20,1.0,0.3,60.0,110,2021,85.0,15.0,138.34469900773405,LOW
LAKE,WEST BENGAL,21,6.8,6.7,32,1.0,0.3,400.0,1300,2021,85.0,15.0,138.34469900773405,LOW
LAKE,WEST BENGAL,19,6.8,6.7,32,1.4,0.3,170.0,700,2021,85.0,15.0,138.34469900773405,LOW
LAKE,WEST BENGAL,22.5,3.8,7.6,569,3.6,0.3,13000.0,23000,2021,85.0,15.0,138.34469900773405,MEDIUM
LAKE,WEST BENGAL,4,5.8,6.5,67,1.8,0.3,2100.0,5000,2021,85.0,15.0,138.34469900773405,LOW
LAKE,WEST BENGAL,22,5.2,7.2,252,1.8,0.3,330.0,1100,2021,85.0,15.0,138.34469900773405,LOW
LAKE,WEST BENGAL,22,8.8,7,311,2.7,0.3,3100.0,4300,2021,85.0,15.0,138.34469900773405,MEDIUM
LAKE,WEST BENGAL,7,7.1,6.9,13,1.0,0.3,70.0,110,2021,85.0,15.0,138.34469900773405,LOW
LAKE,WEST BENGAL,9,7.2,6.9,20,1.0,0.3,60.0,110,2021,85.0,15.0,138.34469900773405,LOW
LAKE,WEST BENGAL,8,7.1,6.9,16,1.0,0.3,70.0,110,2021,85.0,15.0,138.34469900773405,LOW
LAKE,ANDHRA PRADESH,22,3.9,7.1,374,1.5,0.33,214.0,816,2022,86.1,13.9,80.77838740840768,LOW
LAKE,ANDHRA PRADESH,18,3.2,7.2,215,1.6,0.69,7.0,210,2022,86.1,13.9,80.77838740840768,LOW
LAKE,ANDHRA PRADESH,26,3.4,7.1,402,2.4,1.12,7.0,150,2022,86.1,13.9,80.77838740840768,LOW
LAKE,ANDHRA PRADESH,23,5.1,6.6,322,1.5,0.32,89.0,491,2022,86.1,13.9,80.77838740840768,LOW
LAKE,ANDHRA PRADESH,18,5.7,7.4,31100,2.6,1.11,3.0,75,2022,86.1,13.9,80.77838740840768,LOW
TANK,ANDHRA PRADESH,24,6.6,7.2,699,2.4,1.4,3.0,75,2022,86.1,13.9,80.77838740840768,LOW
TANK,ANDHRA PRADESH,22,5.2,7,196,1.0,0.32,104.0,258,2022,86.1,13.9,80.77838740840768,LOW
TANK,ANDHRA PRADESH,17,6.2,7.5,982,2.5,0.45,3.0,120,2022,86.1,13.9,80.77838740840768,LOW
WETLAND,ANDHRA PRADESH,19,5.1,7.5,510,1.2,0.32,97.0,403,2022,86.1,13.9,80.77838740840768,LOW
WETLAND,ANDHRA PRADESH,22,6.4,7.3,247,1.8,0.92,3.0,64,2022,86.1,13.9,80.77838740840768,LOW
WETLAND,ANDHRA PRADESH,21,5.4,7,406,1.0,0.32,102.0,436,2022,86.1,13.9,80.77838740840768,LOW
LAKE,KARNATAKA,25,0.3,7,-,1.0,0.3,2.0,350,2022,85.0,15.1,114.7101609431186,LOW
WETLAND,ANDHRA PRADESH,24,2.9,7.4,279,1.7,0.51,4.0,75,2022,86.1,13.9,80.77838740840768,LOW
WETLAND,ANDHRA PRADESH,26,6.4,7.1,2182,1.6,0.55,3.0,93,2022,86.1,13.9,80.77838740840768,LOW
WETLAND,ANDHRA PRADESH,15,4,6.8,893,1.3,0.32,244.0,866,2022,86.1,13.9,80.77838740840768,LOW
WETLAND,ANDHRA PRADESH,25,6.1,7.5,14950,2.7,0.95,3.0,75,2022,86.1,13.9,80.77838740840768,LOW
WETLAND,ANDHRA PRADESH,16,4.1,6.8,701,1.2,0.46,226.0,686,2022,86.1,13.9,80.77838740840768,LOW
WETLAND,ANDHRA PRADESH,25,5.8,7.2,23000,2.6,0.74,3.0,47,2022,86.1,13.9,80.77838740840768,LOW
WETLAND,ANDHRA PRADESH,24,5,6.8,1859,2.2,1.04,3.0,21,2022,86.1,13.9,80.77838740840768,LOW
WETLAND,ANDHRA PRADESH,22,5.3,7.2,364,1.0,0.32,118.0,365,2022,86.1,13.9,80.77838740840768,LOW
WETLAND,ANDHRA PRADESH,24,3.2,7,415,1.1,0.53,4.0,48,2022,86.1,13.9,80.77838740840768,LOW
WETLAND,ANDHRA PRADESH,25,5,7.4,593,1.8,0.57,3.0,11,2022,86.1,13.9,80.77838740840768,LOW
WETLAND,ANDHRA PRADESH,21,4.2,7.3,746,1.2,0.32,228.0,579,2022,86.1,13.9,80.77838740840768,LOW
WETLAND,ANDHRA PRADESH,24,4.3,7.3,212,1.0,0.55,9.0,120,2022,86.1,13.9,80.77838740840768,LOW
WETLAND,ANDHRA PRADESH,23,0.3,6.8,658,5.4,0.32,3.0,64,2022,86.1,13.9,80.77838740840768,LOW
WETLAND,ANDHRA PRADESH,21,4.8,7,389,1.2,0.43,142.0,594,2022,86.1,13.9,80.77838740840768,LOW
WETLAND,ANDHRA PRADESH,21,5.1,7.3,464,1.0,0.32,38.0,403,2022,86.1,13.9,80.77838740840768,LOW
WETLAND,ANDHRA PRADESH,25,5.7,7.1,218,1.2,0.38,3.0,39,2022,86.1,13.9,80.77838740840768,LOW
WETLAND,ANDHRA PRADESH,23,6.1,7.2,877,4.0,2.96,4.0,380,2022,86.1,13.9,80.77838740840768,LOW
WETLAND,ANDHRA PRADESH,16,5.6,7.5,146,1.4,0.32,3.0,64,2022,86.1,13.9,80.77838740840768,LOW
LAKE,ASSAM,22,4,6.8,140,2.1,0.8,300.0,720,2022,93.7,6.3,201.04888299368932,MEDIUM
LAKE,ASSAM,22,4.5,6.9,196,2.0,0.9,300.0,730,2022,93.7,6.3,201.04888299368932,LOW
LAKE,ASSAM,20,0.3,6.8,430,22.6,2.4,2100.0,3900,2022,93.7,6.3,201.04888299368932,MEDIUM
LAKE,ASSAM,20,4.6,6.8,92,2.4,0.8,360.0,730,2022,93.7,6.3,201.04888299368932,MEDIUM
LAKE,ASSAM,23,4.8,7,90,2.1,0.9,300.0,910,2022,93.7,6.3,201.04888299368932,MEDIUM
LAKE,ASSAM,18,5,6.8,224,5.0,2.5,360.0,910,2022,93.7,6.3,201.04888299368932,MEDIUM
LAKE,ASSAM,18,5.3,6.8,223,5.1,2.6,300.0,910,2022,93.7,6.3,201.04888299368932,MEDIUM
LAKE,ASSAM,21,4.6,6.7,103,1.8,0.8,300.0,720,2022,93.7,6.3,201.04888299368932,LOW
LAKE,ASSAM,20,4,6.6,243,2.2,0.7,360.0,720,2022,93.7,6.3,201.04888299368932,MEDIUM
LAKE,ASSAM,22,4.2,6.7,126,2.0,0.9,300.0,910,2022,93.7,6.3,201.04888299368932,LOW
LAKE,ASSAM,18,4,6.6,49,2.3,0.7,300.0,360,2022,93.7,6.3,201.04888299368932,MEDIUM
LAKE,ASSAM,21,0.3,7.1,953,24.4,2.3,300.0,1400,2022,93.7,6.3,201.04888299368932,MEDIUM
LAKE,ASSAM,22,4,6.8,154,2.1,0.7,300.0,720,2022,93.7,6.3,201.04888299368932,MEDIUM
LAKE,ASSAM,21,4,6.5,138,2.2,0.7,300.0,730,2022,93.7,6.3,201.04888299368932,MEDIUM
LAKE,ASSAM,22,4,6.5,140,2.1,0.5,300.0,720,2022,93.7,6.3,201.04888299368932,MEDIUM
LAKE,ASSAM,22,4.1,6.8,126,2.2,0.8,300.0,610,2022,93.7,6.3,201.04888299368932,MEDIUM
LAKE,ASSAM,19,4,6.5,87,2.3,0.8,360.0,910,2022,93.7,6.3,201.04888299368932,MEDIUM
LAKE,ASSAM,21,4,6.8,78,2.1,0.8,300.0,720,2022,93.7,6.3,201.04888299368932,MEDIUM
LAKE,ASSAM,20,0.3,7,462,12.6,1.2,1500.0,2800,2022,93.7,6.3,201.04888299368932,MEDIUM
LAKE,ASSAM,20,4.1,6.8,104,2.3,0.7,300.0,900,2022,93.7,6.3,201.04888299368932,MEDIUM
LAKE,ASSAM,20,0.3,6.9,430,20.8,2.8,2800.0,4400,2022,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,19,4,7,101,2.3,0.7,360.0,1100,2022,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,21,4,6.6,67,2.1,0.9,300.0,910,2022,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,20,6.5,7.1,218,2.2,0.8,300.0,910,2022,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,18,5.6,6.8,81,2.1,0.8,300.0,360,2022,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,20,4.7,6.8,52,2.1,0.8,300.0,720,2022,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,19,5.7,7,156,2.3,0.9,610.0,1100,2022,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,20,5.5,7.1,84,2.2,0.9,300.0,910,2022,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,17,4.2,6.7,59,2.0,0.8,300.0,720,2022,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,22,7,7,87,2.3,0.7,300.0,730,2022,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,17,5.4,6.6,48,2.1,0.8,360.0,360,2022,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,22,6.8,6.8,105,2.3,0.8,300.0,910,2022,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,17,4.8,6.8,58,1.9,0.6,300.0,360,2022,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,18,4.2,7.2,348,2.4,0.8,360.0,1400,2022,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,22,4.5,6.9,80,2.2,0.7,300.0,910,2022,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,19,4.7,6.8,59,2.1,0.7,300.0,360,2022,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,22,6.8,6.8,230,2.3,0.8,300.0,720,2022,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,22,4,6.9,130,2.3,0.8,300.0,610,2022,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,24,4.5,6.9,84,2.5,0.8,300.0,1100,2022,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,22,4.6,6.9,94,2.1,0.7,300.0,730,2022,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,20,4.9,7,90,2.1,0.8,300.0,620,2022,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,18,4.9,6.7,50,1.0,0.8,300.0,620,2022,93.7,6.3,201.04888299368932,LOW
POND,ASSAM,17,4.3,6.8,230,2.4,1,300.0,1100,2022,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,17,5.4,6.5,66,2.3,0.7,300.0,730,2022,93.7,6.3,201.04888299368932,MEDIUM
POND,ASSAM,19,4.3,6.8,50,2.3,0.9,360.0,360,2022,93.7,6.3,201.04888299368932,MEDIUM
WETLAND,ASSAM,21,4.7,7,158,2.1,0.8,300.0,610,2022,93.7,6.3,201.04888299368932,MEDIUM
WETLAND,ASSAM,22,4.9,7,156,2.0,1,300.0,730,2022,93.7,6.3,201.04888299368932,LOW
LAKE,BIHAR,15,2.8,7.1,221,1.6,0.3,1400.0,2600,2022,69.0,31.0,82.7820908082079,MEDIUM
LAKE,BIHAR,15,3.6,7.2,472,1.5,0.3,270.0,1100,2022,69.0,31.0,82.7820908082079,LOW
LAKE,BIHAR,17,3.4,7.3,364,1.8,0.3,230.0,330,2022,69.0,31.0,82.7820908082079,LOW
POND,BIHAR,19,5.2,7.1,699,2.0,0.3,2300.0,3300,2022,69.0,31.0,82.7820908082079,MEDIUM
POND,BIHAR,15,6.3,7.3,400,2.6,0.3,1300.0,3500,2022,69.0,31.0,82.7820908082079,MEDIUM
LAKE,CHANDIGARH,16,7.8,7,202,1.8,0.4,27.0,170,2022,87.6,12.4,93.977511675,LOW
POND,CHHATTISGARH,26,6.2,7.2,2432,1.8,0.36,20.0,140,2022,60.2,39.8,109.70690853628008,LOW
LAKE,NCT OF DELHI,25,0.3,7.8,-,10.0,0.3,21000.0,-,2022,89.8,10.2,123.86521378936824,MEDIUM
LAKE,NCT OF DELHI,25,0.3,8.1,-,3.3,0.3,4300.0,-,2022,89.8,10.2,123.86521378936824,MEDIUM
LAKE,NCT OF DELHI,25,0.3,7.6,-,26.0,0.41,32000.0,-,2022,89.8,10.2,123.86521378936824,MEDIUM
LAKE,GOA,25,4.2,6.1,28,1.0,0.32,8.0,17,2022,85.19999999999999,14.7,256.42437126887506,LOW
LAKE,GOA,27,5.1,6.1,16,1.0,0.32,1300.0,1700,2022,85.19999999999999,14.7,256.42437126887506,MEDIUM
LAKE,GOA,28,1,5.9,43,1.1,0.32,490.0,940,2022,85.19999999999999,14.7,256.42437126887506,LOW
LAKE,GOA,26,6.8,6.1,44,1.0,0.32,490.0,700,2022,85.19999999999999,14.7,256.42437126887506,LOW
LAKE,GOA,28,3.4,5.9,82,1.2,0.32,230.0,330,2022,85.19999999999999,14.7,256.42437126887506,LOW
LAKE,GOA,27,1.2,6.3,166,1.7,0.32,2300.0,3300,2022,85.19999999999999,14.7,256.42437126887506,MEDIUM
LAKE,GOA,27,6.4,6,40,1.0,0.32,330.0,490,2022,85.19999999999999,14.7,256.42437126887506,LOW
LAKE,GUJARAT,25,6.1,7.8,320,1.0,0.32,2.0,11,2022,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,24,3.2,7.4,2140,1.0,0.3,14.0,94,2022,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,26,4.1,7.5,467,1.2,0.39,170.0,540,2022,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,25,4,7.7,476,1.0,0.32,11.0,110,2022,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,25,5.1,7.4,390,2.0,0.32,4.0,11,2022,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,26,6.5,7.1,340,1.8,0.04,70.0,170,2022,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,24,4,7.1,526,1.0,0.32,4.0,21,2022,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,20,0.3,7.9,1592,16.0,0.33,2.0,220,2022,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,25,7,6.8,350,1.0,0.3,2.0,4,2022,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,20,1.2,7.7,1322,2.2,0.32,12.0,70,2022,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,23,6.5,7.1,312,2.0,0.32,5.0,20,2022,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,25,5.3,8.1,601,1.2,0.36,63.0,170,2022,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,23,1.6,7.7,1200,4.1,0.3,12.0,47,2022,87.7,12.3,90.42157862604014,LOW
LAKE,GUJARAT,27,5.2,7.8,307,1.0,0.47,63.0,110,2022,87.7,12.3,90.42157862604014,LOW
POND,GUJARAT,28,6.6,7.8,345,1.0,0.32,2.0,12,2022,87.7,12.3,90.42157862604014,LOW
POND,GUJARAT,25,6.8,7.5,522,1.0,0.3,2.0,21,2022,87.7,12.3,90.42157862604014,LOW
LAKE,HARYANA,25,7.8,7.2,269,2.2,0.3,100.0,800,2022,89.9,10.1,60.14914662266175,LOW
LAKE,HARYANA,25,6.4,7.6,299,1.0,0.3,400.0,100,2022,89.9,10.1,60.14914662266175,LOW
LAKE,HARYANA,18,6.4,7,1050,4.0,0.6,2400.0,14000,2022,89.9,10.1,60.14914662266175,MEDIUM
LAKE,HARYANA,5,6.5,7,810,4.0,1.8,750.0,4200,2022,89.9,10.1,60.14914662266175,MEDIUM
POND,HARYANA,25,6.5,7.3,394,2.2,0.3,200.0,700,2022,89.9,10.1,60.14914662266175,LOW
LAKE,HIMACHAL PRADESH,10,8.6,7.6,165,1.0,0.32,94.0,540,2022,89.1,10.9,91.06631499593747,LOW
LAKE,HIMACHAL PRADESH,7,5.5,6.7,46,1.0,0.3,2.0,14,2022,89.1,10.9,91.06631499593747,LOW
LAKE,HIMACHAL PRADESH,18,6.7,7.8,309,1.0,0.32,26.0,170,2022,89.1,10.9,91.06631499593747,LOW
LAKE,HIMACHAL PRADESH,9,6.2,7.4,158,1.0,0.32,130.0,920,2022,89.1,10.9,91.06631499593747,LOW
LAKE,JAMMU & KASHMIR,14,7.5,7.1,144,1.0,-,,-,2022,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,16,6.4,8.1,138,3.0,-,,-,2022,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,24,6.7,8,376,1.1,-,,-,2022,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,20,5.6,8,380,1.6,-,,-,2022,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,14,7.4,7.4,152,1.0,-,,-,2022,87.5,12.5,88.19377632735228,LOW
LAKE,JAMMU & KASHMIR,16,6,8.2,142,3.1,-,,-,2022,87.5,12.5,88.19377632735228,LOW
LAKE,JHARKHAND,20,6.6,6.9,193,1.0,-,,-,2022,67.1,32.8,78.49253247751737,LOW
LAKE,JHARKHAND,22,6.5,7.3,-,1.5,-,,-,2022,67.1,32.8,78.49253247751737,LOW
LAKE,JHARKHAND,13,7.2,7.3,-,1.8,-,,-,2022,67.1,32.8,78.49253247751737,LOW
POND,JHARKHAND,16,5.2,7.5,92,1.2,-,,-,2022,67.1,32.8,78.49253247751737,LOW
POND,JHARKHAND,13,3.4,7.2,-,2.5,-,,-,2022,67.1,32.8,78.49253247751737,LOW
POND,JHARKHAND,14,4,7.2,-,1.9,-,,-,2022,67.1,32.8,78.49253247751737,LOW
POND,JHARKHAND,17,5.6,7.5,112,1.1,-,,-,2022,67.1,32.8,78.49253247751737,LOW
LAKE,KARNATAKA,25,0.3,6.5,312,5.0,0.7,390.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,4.2,6.8,354,4.0,1,230.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,0.3,6.8,368,4.0,1,1700.0,24000,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,4.4,6.4,118,4.0,0.4,210.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,0.3,6.5,367,4.0,1.1,49.0,540,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,3.1,6.1,286,3.0,1,310.0,9200,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,0.3,6.5,287,4.0,0.96,170.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,2.6,6.7,315,4.0,0.92,230.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,23,0.3,7.2,690,3.0,0.4,1700.0,7900,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,0.5,6.9,405,4.0,0.81,330.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,0.3,6.5,436,5.0,1.4,460.0,16000,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,4.2,6.5,404,3.0,0.72,230.0,2400,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,4.1,7.3,482,4.0,1.03,130.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,0.3,6.6,288,4.0,0.9,330.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,27,3.4,7.8,396,1.0,3.43,920.0,1600,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,2.8,6.5,502,4.0,1.93,26.0,220,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,24,2.8,6.6,482,3.0,1.7,220.0,2400,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,0.3,6.5,368,4.0,1.8,340.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,5.1,7.1,587,4.0,1.17,230.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,4.1,6.5,673,4.0,1.85,210.0,3500,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,21,1.5,7.5,897,8.0,0.84,1200.0,7000,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,2.2,6.8,295,3.0,0.83,220.0,2400,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,0.5,6.5,216,3.0,0.5,330.0,3500,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,4.2,6.5,259,3.0,0.81,170.0,3500,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,0.3,6.2,1033,11.0,3.9,2300.0,35000,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,24,4,6.7,378,3.0,1,310.0,5400,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,1.3,6.5,493,4.0,1.7,170.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,4.1,6.5,296,4.0,1.1,48.0,1600,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,0.3,6.5,367,4.0,1.1,270.0,2400,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,3.3,6.5,217,3.0,0.7,400.0,3500,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,0.3,6.5,366,4.0,1.1,330.0,5400,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,4,6.5,367,3.0,0.93,110.0,2400,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,4.3,6.5,109,2.0,0.3,260.0,3500,2022,85.0,15.1,114.7101609431186,LOW
LAKE,KARNATAKA,25,0.3,6.5,552,4.0,2.12,3100.0,35000,2022,85.0,15.1,114.7101609431186,MEDIUM
LAKE,KARNATAKA,25,0.3,6.5,376,4.0,0.97,270.0,5400,2022,85.0,15.1,114.7101609431186,MEDIUM
